age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
29,166.1,75.2,2852,4.0,0.35,484.0,10000.0,40000.0
35,152.1,71.3,500,3.0,0.83,,10000.0,
36,184.9,60.3,2775,,0.58,602.0,5000.0,40000.0
29,158.9,76.3,3323,,0.11,657.0,738.27,40000.0
28,157.0,87.1,1894,,0.34,,155.85,
64,156.6,86.5,2006,2.0,0.3,,10000.0,
34,171.0,58.0,2482,,0.35,,,
75,165.5,69.2,3490,1.0,0.59,379.0,707.84,40000.0
19,184.1,53.2,2032,,0.55,,10000.0,
51,157.7,71.1,3474,,0.01,777.0,10000.0,40000.0
56,171.5,43.2,4019,,0.32,,5000.0,
37,173.1,55.8,1757,,0.29,723.0,10000.0,40000.0
40,175.7,54.1,1490,,0.82,,,
64,163.7,70.7,3347,,0.8,,10000.0,
47,172.4,61.4,4322,,0.98,,1079.76,
34,170.8,54.8,4891,,0.51,334.0,10000.0,40000.0
35,156.9,63.1,2091,,0.66,348.0,1008.11,40000.0
21,163.5,91.4,3516,,0.74,,10000.0,
58,164.8,52.4,2695,,0.2,,5000.0,
20,169.6,66.6,3510,,0.41,,5000.0,
69,176.7,84.8,3616,,0.19,702.0,5000.0,40000.0
37,178.5,77.3,2073,0.0,0.76,430.0,973.41,40000.0
27,182.8,87.1,2649,,0.28,,497.62,
27,161.1,103.1,4051,,0.12,,,
29,174.1,66.9,3137,,0.15,602.0,748.61,40000.0
40,171.2,60.2,2570,,0.1,601.0,,
29,175.9,71.1,2718,,0.72,,,
55,179.7,58.7,1300,,0.53,,10000.0,
58,161.4,60.5,3965,0.0,0.04,,883.99,
60,168.3,87.2,4403,2.0,0.35,430.0,,
57,189.8,60.9,1192,3.0,0.7,,5000.0,
47,178.6,76.4,2016,,0.41,549.0,1170.54,40000.0
23,152.3,74.2,2824,,0.05,,,
55,178.8,52.6,2974,,0.69,,5000.0,
69,180.5,95.4,1960,5.0,0.55,,735.6,
72,156.8,61.8,4224,,0.98,,,
24,172.0,87.6,3739,5.0,0.33,547.0,,
37,166.1,59.0,3091,2.0,0.52,443.0,827.56,40000.0
66,181.0,55.0,1973,0.0,0.27,,5000.0,
62,171.9,88.4,1931,,0.6,,10000.0,
70,162.9,88.9,1924,0.0,0.07,,10000.0,
26,177.3,70.1,2122,,0.43,301.0,5000.0,40000.0
37,163.7,66.9,4331,,0.05,591.0,5000.0,40000.0
30,164.9,76.3,3739,1.0,0.56,305.0,,
46,159.3,78.3,3621,,0.18,,10000.0,
63,165.8,71.4,1813,,0.82,,1088.61,
21,169.4,59.1,2254,,0.23,,,
72,184.5,54.0,1902,,0.48,,,
23,155.5,57.9,2500,1.0,0.24,,5000.0,
52,178.6,68.7,1719,,0.13,,10000.0,
43,188.2,88.7,1884,,0.19,571.0,989.26,40000.0
73,183.0,69.2,2662,,0.91,,10000.0,
68,176.8,65.5,3164,5.0,0.95,,,
56,157.1,61.2,1545,,0.05,747.0,10000.0,40000.0
41,183.5,63.2,3814,4.0,0.03,397.0,976.99,40000.0
26,169.7,50.8,1952,,0.7,,5000.0,
68,156.7,63.3,2137,,0.72,362.0,,
43,173.7,64.6,5698,5.0,0.36,750.0,5000.0,40000.0
20,157.1,92.0,3276,1.0,0.84,,,
60,160.0,41.9,2703,4.0,0.39,,5000.0,
49,159.3,17.2,3294,0.0,0.07,638.0,5000.0,40000.0
68,153.0,48.2,3176,2.0,0.7,708.0,10000.0,40000.0
19,148.1,53.9,4965,,0.6,,,
59,181.2,71.4,2380,1.0,0.97,,5000.0,
66,172.8,81.0,4762,1.0,0.97,,10000.0,
60,165.2,52.9,1277,,0.19,,5000.0,
69,175.1,56.6,3593,,0.91,701.0,5000.0,40000.0
75,161.7,89.0,2262,,0.89,,10000.0,
65,166.4,58.3,2278,,0.41,383.0,,
47,144.4,65.2,3708,,0.87,,10000.0,
51,188.4,90.0,2893,2.0,0.58,538.0,10000.0,40000.0
24,177.9,71.6,3025,3.0,0.91,410.0,,
32,159.2,74.0,2753,,0.13,612.0,5000.0,40000.0
67,166.9,80.3,2716,,0.12,,5000.0,
49,165.6,62.5,1716,2.0,0.26,,,
50,170.7,53.8,2053,3.0,0.46,330.0,10000.0,40000.0
30,172.0,50.3,2250,1.0,0.05,633.0,627.36,40000.0
67,170.9,58.2,3050,,0.61,745.0,1204.46,40000.0
48,171.7,67.8,500,,0.52,594.0,5000.0,40000.0
57,162.9,52.1,4355,4.0,0.23,,5000.0,
65,159.5,66.6,2932,0.0,0.59,,10000.0,
27,167.6,87.9,2658,5.0,0.88,623.0,,
47,158.7,94.1,2698,5.0,0.15,741.0,458.04,40000.0
26,174.6,45.7,4619,,0.36,,476.64,
26,164.7,65.5,1504,,0.93,,10000.0,
42,175.6,71.9,2598,,0.74,,,
65,165.6,78.9,1018,4.0,0.57,,,
69,169.8,59.4,1900,0.0,0.53,574.0,5000.0,40000.0
70,165.4,56.0,2424,,0.4,,5000.0,
58,187.8,67.5,2985,,0.16,441.0,5000.0,40000.0
60,192.8,74.4,1456,,0.39,,970.82,
66,172.9,60.9,3428,,0.48,387.0,10000.0,40000.0
53,158.9,74.8,1150,2.0,0.94,834.0,548.02,40000.0
35,177.0,62.9,3101,1.0,0.83,839.0,,
31,168.3,64.5,762,,0.99,673.0,,
27,161.4,59.9,3201,,0.78,,949.84,
35,167.1,70.7,3310,4.0,0.24,408.0,10000.0,40000.0
68,162.7,73.0,1024,4.0,0.68,315.0,,
28,164.1,92.1,3213,2.0,0.13,,10000.0,
20,189.7,69.4,1387,2.0,0.19,386.0,,
33,181.9,55.4,804,,0.86,625.0,10000.0,40000.0
50,188.5,71.3,1618,,0.5,653.0,,
73,165.6,78.1,500,,0.8,,10000.0,
51,182.6,87.9,1400,3.0,0.8,409.0,309.52,40000.0
20,175.9,102.0,2224,,0.87,,5000.0,
31,175.6,64.5,4040,0.0,0.77,483.0,10000.0,40000.0
28,181.1,67.7,2722,3.0,0.94,,5000.0,
39,183.6,61.2,3397,,0.69,766.0,,
66,178.3,37.8,2699,4.0,0.59,,,
75,185.6,96.4,3138,1.0,0.82,,5000.0,
71,170.4,55.8,2890,,0.9,,10000.0,
39,158.1,57.5,893,,0.63,653.0,776.61,40000.0
22,166.3,87.6,5318,1.0,0.25,602.0,,
71,182.9,87.3,1554,,0.51,,781.77,
21,169.0,46.1,1239,,0.81,555.0,10000.0,40000.0
66,181.3,63.7,3683,1.0,0.37,,792.63,
71,166.0,65.1,3562,1.0,0.48,822.0,,
68,185.1,90.9,2082,1.0,0.44,493.0,5000.0,40000.0
74,167.6,54.2,500,2.0,0.78,678.0,,
74,167.9,66.9,500,3.0,0.89,556.0,,
33,176.1,79.1,3002,,0.25,,10000.0,
34,165.7,111.1,2924,3.0,0.9,,,
67,166.6,62.6,2596,2.0,0.51,,1170.99,
67,172.8,70.3,2192,2.0,0.79,,10000.0,
34,151.0,64.8,2734,,0.07,365.0,5000.0,40000.0
34,159.0,67.3,2613,,0.64,445.0,,
57,169.9,89.2,4202,5.0,0.71,,992.24,
28,172.9,62.9,3365,4.0,0.42,560.0,501.24,40000.0
70,161.3,84.5,1740,5.0,0.95,,5000.0,
39,176.1,41.6,4444,,0.06,,,
58,158.4,94.2,2163,4.0,0.59,,10000.0,
55,168.8,85.9,3074,,0.27,316.0,1181.41,40000.0
56,177.0,73.5,3002,3.0,0.31,641.0,,
51,190.1,60.0,3996,,0.14,779.0,,
31,181.3,75.0,2728,2.0,0.92,,5000.0,
41,183.2,58.6,1741,0.0,0.81,433.0,5000.0,40000.0
71,172.1,65.5,2102,,0.28,,,
52,178.3,47.1,3410,3.0,0.78,469.0,10000.0,40000.0
62,156.3,44.2,4387,4.0,0.16,,5000.0,
29,159.0,91.7,1821,5.0,0.46,716.0,803.22,40000.0
24,172.2,76.5,1457,1.0,0.06,,,
36,170.2,53.9,1347,,0.38,,10000.0,
43,177.3,76.9,2323,3.0,0.64,,1076.68,
64,158.3,124.2,2481,,0.59,818.0,10000.0,40000.0
43,155.6,59.3,500,,0.96,,,
47,182.8,89.7,2118,5.0,0.6,,10000.0,
56,175.4,55.0,857,,0.56,,695.33,
34,174.2,82.8,3017,,0.58,578.0,5000.0,40000.0
46,159.7,85.8,3071,,0.12,387.0,5000.0,40000.0
55,181.2,75.7,2295,0.0,0.9,321.0,453.98,40000.0
24,173.1,72.4,5139,5.0,0.87,636.0,923.52,40000.0
35,177.9,72.1,612,3.0,0.67,,10000.0,
41,171.1,64.0,2615,0.0,0.36,755.0,10000.0,40000.0
44,162.4,44.1,3130,,0.35,364.0,532.2,40000.0
28,173.6,66.6,500,,0.91,,5000.0,
69,177.4,96.0,711,3.0,1.0,831.0,,
47,162.6,108.4,2909,3.0,0.31,,1163.85,
73,194.3,81.6,3746,2.0,0.89,660.0,1140.85,40000.0
62,183.4,62.7,1532,,0.25,681.0,5000.0,40000.0
51,175.5,40.8,5820,,0.79,699.0,5000.0,40000.0
54,161.6,81.7,4557,,0.33,770.0,888.67,40000.0
70,158.9,69.6,3305,0.0,0.53,,1018.95,
19,165.9,57.0,500,5.0,0.33,,,
44,158.9,65.2,3083,,0.71,562.0,1188.77,40000.0
35,165.1,39.1,4287,,0.38,,475.59,
66,170.6,62.8,2192,,0.18,513.0,5000.0,40000.0
42,173.0,87.5,2443,0.0,0.91,751.0,895.69,40000.0
72,166.5,71.2,1963,,0.52,,10000.0,
21,156.6,54.1,3052,,0.21,849.0,521.33,40000.0
73,160.5,61.1,1238,,0.29,,,
25,159.8,67.2,3429,3.0,0.08,,,
58,181.1,47.8,3282,,0.24,,,
52,188.0,63.6,3049,,0.63,,,
28,175.0,49.7,500,0.0,0.0,446.0,5000.0,40000.0
49,184.4,81.8,2676,5.0,0.7,693.0,10000.0,40000.0
63,178.6,74.8,702,3.0,0.42,,,
20,179.4,60.1,800,,0.82,,1022.56,
39,166.3,62.8,2932,,0.49,526.0,5000.0,40000.0
49,180.6,83.6,4475,5.0,0.58,780.0,10000.0,40000.0
62,163.6,31.4,2629,3.0,0.15,,5000.0,
18,168.7,66.6,1362,3.0,0.97,,5000.0,
43,161.0,87.1,2022,,0.76,608.0,5000.0,40000.0
57,192.5,49.4,3461,,0.81,525.0,,
65,160.2,69.1,3004,2.0,0.6,,1141.73,
23,185.3,84.2,2514,,0.91,,,
53,152.8,90.7,2775,,0.12,597.0,10000.0,40000.0
18,157.8,41.7,537,3.0,0.1,,,
55,160.7,67.1,2720,4.0,0.19,,591.07,
67,162.4,78.0,1994,3.0,0.54,743.0,10000.0,40000.0
48,164.0,78.1,1888,,0.16,,,
29,164.1,53.5,500,,0.08,769.0,10000.0,40000.0
28,173.5,59.9,4007,,0.99,,,
39,173.4,65.1,3003,,0.81,,,
34,164.2,43.4,6042,4.0,0.11,737.0,,
62,172.2,72.0,2941,1.0,0.64,,,
51,176.0,73.1,3512,,0.54,,5000.0,
39,178.9,98.7,1830,,0.7,506.0,10000.0,40000.0
35,160.6,36.3,3434,,0.41,,5000.0,
37,159.5,84.0,4407,0.0,0.92,,5000.0,
71,160.9,41.9,2820,,0.68,376.0,,
34,158.1,44.0,2344,,0.02,470.0,1011.17,40000.0
67,169.5,41.4,1227,,0.05,,,
64,169.3,81.7,3036,2.0,0.94,,10000.0,
23,158.6,76.7,4402,2.0,0.79,,,
46,158.4,72.0,1997,,0.2,651.0,10000.0,40000.0
23,169.4,33.4,500,,0.36,,5000.0,
56,167.9,76.7,4552,,0.11,562.0,,
57,155.3,84.7,966,3.0,0.92,,5000.0,
57,173.8,77.6,4631,,0.42,785.0,,
35,170.7,71.0,3047,,0.08,,10000.0,
52,172.2,79.8,1208,0.0,0.58,,5000.0,
72,157.0,84.0,1968,,0.82,540.0,5000.0,40000.0
22,180.5,60.9,4051,3.0,0.04,,1008.64,
65,178.6,64.0,3933,1.0,0.13,,1241.76,
67,166.1,88.9,3283,3.0,0.53,535.0,1225.96,40000.0
41,173.5,57.6,4548,0.0,0.19,,5000.0,
38,182.2,85.1,902,5.0,0.46,532.0,5000.0,40000.0
21,161.1,55.5,2233,3.0,0.58,,,
25,165.7,77.7,1727,,0.73,,5000.0,
44,181.5,91.4,2619,0.0,0.81,,628.63,
25,180.6,66.7,2363,4.0,0.28,470.0,10000.0,40000.0
75,170.1,70.9,4207,,0.83,,464.14,
27,167.3,70.6,559,,0.59,,10000.0,
48,181.4,81.6,2088,,0.33,,10000.0,
22,154.6,70.1,1610,,0.08,,5000.0,
65,178.3,97.3,4528,,0.66,,165.89,
56,179.7,35.6,3691,,0.26,,5000.0,
30,167.2,69.3,2851,,0.68,,5000.0,
45,164.7,40.7,2093,,0.33,713.0,733.26,40000.0
30,160.1,61.7,2698,3.0,0.25,447.0,1193.44,40000.0
41,174.4,68.2,4292,,0.6,622.0,5000.0,40000.0
30,162.6,64.4,3455,,0.47,472.0,5000.0,40000.0
67,163.1,90.1,2891,1.0,0.56,,,
52,162.2,72.2,519,5.0,0.58,,,
46,167.3,62.3,2093,,0.97,328.0,10000.0,40000.0
59,165.2,71.6,2832,1.0,0.22,504.0,,
58,152.8,68.8,2981,,0.0,,317.68,
37,178.8,36.0,2927,,0.28,,5000.0,
22,171.5,70.3,1135,,0.81,705.0,919.69,40000.0
34,185.7,75.8,1797,,0.1,562.0,10000.0,40000.0
24,149.2,64.0,3308,4.0,0.32,,5000.0,
20,187.1,103.7,2152,2.0,0.33,309.0,5000.0,40000.0
37,161.5,52.9,2946,,0.26,,,
74,165.1,91.2,2698,3.0,0.75,783.0,10000.0,40000.0
61,166.0,58.5,3417,,0.99,645.0,10000.0,40000.0
63,172.1,85.7,2127,,0.66,750.0,5000.0,40000.0
69,160.6,58.9,2767,,0.78,574.0,466.17,40000.0
40,175.3,39.5,4427,1.0,0.41,,10000.0,
67,184.1,52.4,4320,,0.18,,5000.0,
58,165.0,63.7,4043,,0.4,833.0,10000.0,40000.0
74,161.6,63.5,1869,,0.74,560.0,,
18,168.2,79.7,559,,0.23,550.0,5000.0,40000.0
34,175.4,69.6,4676,1.0,0.43,,,
57,169.5,82.0,2368,2.0,0.58,312.0,,
39,169.9,38.5,2671,,0.02,,1125.66,
38,162.1,87.9,2344,1.0,0.72,,1123.8,
18,164.7,71.4,5550,2.0,0.96,444.0,,
72,173.6,64.6,500,,0.89,519.0,798.43,40000.0
23,170.5,60.8,1691,,0.25,,5000.0,
38,168.9,81.3,1779,5.0,0.73,417.0,697.54,40000.0
31,161.5,48.1,4781,2.0,0.69,784.0,929.21,40000.0
19,175.9,84.3,5000,,0.91,597.0,5000.0,40000.0
44,156.0,74.1,3259,5.0,0.31,,,
35,167.8,61.8,1651,0.0,0.05,802.0,715.8,40000.0
71,163.1,85.6,1752,,0.15,753.0,10000.0,40000.0
61,169.0,64.2,2794,3.0,0.21,484.0,,
59,191.9,61.2,872,4.0,0.65,687.0,,
58,173.4,59.5,500,,0.9,741.0,10000.0,40000.0
42,161.6,49.5,2466,1.0,0.31,703.0,282.87,40000.0
23,176.4,89.5,2734,,0.34,,5000.0,
40,170.2,39.0,4041,1.0,0.36,,5000.0,
57,166.7,68.2,500,,0.72,793.0,10000.0,40000.0
74,154.5,93.0,1444,2.0,0.7,667.0,10000.0,40000.0
52,161.9,71.1,2717,,0.12,,10000.0,
30,161.0,63.4,3561,,0.39,710.0,,
72,164.6,87.7,1822,,0.12,584.0,10000.0,40000.0
75,167.7,90.9,2914,3.0,0.16,430.0,10000.0,40000.0
47,164.4,61.5,2652,,0.79,398.0,911.21,40000.0
40,186.3,96.9,2187,5.0,0.62,,5000.0,
67,171.9,51.3,2223,,0.63,,5000.0,
70,174.6,93.5,1913,,0.66,,10000.0,
74,175.7,68.1,2520,,0.28,374.0,567.61,40000.0
72,182.6,60.0,2585,,0.28,726.0,10000.0,40000.0
71,175.0,74.6,1076,1.0,0.41,437.0,10000.0,40000.0
66,162.6,67.4,4446,1.0,0.98,684.0,10000.0,40000.0
65,182.6,85.4,3145,4.0,0.31,,,
36,183.0,65.3,2639,,0.82,,10000.0,
37,158.6,99.8,1954,5.0,0.03,834.0,5000.0,40000.0
25,170.3,86.5,1570,,0.99,415.0,931.11,40000.0
72,184.0,98.0,909,1.0,0.91,838.0,,
29,170.0,56.0,1436,,0.95,735.0,5000.0,40000.0
52,156.4,80.7,1422,,0.05,,10000.0,
62,162.3,81.2,2967,,0.65,,5000.0,
51,168.9,63.5,500,3.0,0.35,,1940.09,
47,165.0,57.8,4435,2.0,0.92,740.0,845.53,40000.0
73,165.2,45.9,3270,3.0,0.67,,,
31,161.5,70.4,3719,,0.27,702.0,,
18,154.0,73.9,1284,,0.27,598.0,5000.0,40000.0
63,160.4,87.9,2365,,0.59,,822.26,
50,174.0,87.3,2264,5.0,0.4,427.0,,
68,163.9,74.3,1080,5.0,0.91,,,
64,165.9,82.5,500,,0.47,,10000.0,
31,163.0,83.2,3089,,0.71,,,
26,153.9,83.5,4684,,0.84,,99.59,
42,154.3,82.3,2726,0.0,0.78,531.0,,
64,166.7,65.8,1485,5.0,0.19,,817.24,
39,156.2,78.4,1896,,0.76,572.0,10000.0,40000.0
38,157.7,73.6,3294,2.0,0.59,,,
74,149.4,77.6,3140,2.0,0.25,,,
33,165.2,83.8,5733,,0.48,579.0,,
64,177.2,56.0,2823,4.0,0.2,443.0,,
41,171.3,55.4,2054,,0.68,591.0,5000.0,40000.0
42,179.9,94.0,3632,,0.66,779.0,,
29,172.6,72.9,1353,,0.84,,1191.35,
54,172.6,83.2,2132,0.0,0.5,772.0,,
33,154.1,89.2,4334,1.0,0.8,,471.78,
21,151.9,59.7,4239,4.0,0.14,315.0,5000.0,40000.0
18,179.3,98.6,2401,,0.88,366.0,5000.0,40000.0
28,160.3,85.0,2732,3.0,0.61,,,
43,172.6,63.9,2354,3.0,0.54,642.0,10000.0,40000.0
54,173.6,93.1,2137,,0.71,,5000.0,
68,163.2,38.2,761,5.0,0.41,,5000.0,
74,175.1,67.4,2001,5.0,0.38,733.0,544.16,40000.0
45,173.7,76.8,2679,5.0,0.8,,10000.0,
29,165.1,50.0,2584,0.0,0.86,597.0,,
30,177.3,55.9,500,,0.83,529.0,5000.0,40000.0
30,166.3,62.6,3314,1.0,0.73,,,
49,161.0,87.0,3692,5.0,0.8,,5000.0,
66,166.7,84.0,1905,,0.0,337.0,5000.0,40000.0
18,155.7,77.7,1810,,0.45,801.0,5000.0,40000.0
40,167.7,94.1,3464,5.0,0.35,,10000.0,
70,175.5,45.7,3539,1.0,0.29,,,
20,162.1,72.6,3460,,0.54,459.0,,
30,172.2,79.5,1831,,0.58,,1720.0,
50,165.5,70.4,4104,,0.15,,5000.0,
34,179.9,42.9,1954,2.0,0.42,,10000.0,
58,186.3,89.4,1881,,0.79,503.0,5000.0,40000.0
74,177.4,89.9,2602,3.0,0.96,,10000.0,
46,190.1,74.4,756,4.0,0.12,,,
31,166.9,65.1,4555,4.0,0.81,354.0,1040.48,40000.0
41,168.5,62.8,5125,,0.28,635.0,10000.0,40000.0
72,166.4,58.6,1656,,0.29,,10000.0,
75,165.8,63.2,1534,1.0,0.17,350.0,10000.0,40000.0
72,162.6,64.8,2324,5.0,0.25,634.0,10000.0,40000.0
57,172.7,77.8,2820,,0.37,,10000.0,
73,179.0,52.6,2351,,0.58,,871.94,
63,170.1,69.9,3116,,0.09,647.0,656.03,40000.0
70,155.4,80.2,1577,4.0,0.8,,10000.0,
22,179.5,69.5,1802,,0.3,,,
71,173.3,59.6,3093,,0.23,484.0,,
48,158.0,82.0,2978,2.0,0.39,494.0,768.28,40000.0
60,167.1,93.3,1820,,0.15,642.0,762.24,40000.0
36,166.8,47.7,3846,,0.69,,10000.0,
64,163.4,80.6,3872,,0.91,460.0,1014.73,40000.0
21,185.3,87.0,3205,,0.56,,,
46,177.6,104.0,1797,5.0,0.95,,5000.0,
29,152.5,94.8,2269,1.0,0.48,534.0,879.33,40000.0
57,189.6,68.0,3853,,0.98,,5000.0,
45,168.9,71.6,2120,,0.17,,,
29,178.5,72.9,3849,2.0,0.2,,,
55,191.4,62.7,2929,3.0,0.01,,911.53,
33,186.2,46.4,2096,,0.15,507.0,,
26,146.3,69.0,2097,,0.25,786.0,10000.0,40000.0
22,161.6,61.3,3495,,0.88,,5000.0,
39,165.6,61.1,1890,,0.84,572.0,,
68,186.7,73.3,4490,,0.98,,5000.0,
32,163.9,59.8,3186,,0.86,,5000.0,
55,185.0,83.2,3039,1.0,0.04,,10000.0,
43,178.0,85.7,2366,1.0,0.1,474.0,913.5,40000.0
29,171.6,86.7,1510,,0.45,,,
59,161.8,75.6,3346,5.0,0.95,,,
48,145.9,62.3,2880,,0.72,,415.64,
38,173.2,63.2,2261,,0.06,777.0,5000.0,40000.0
69,155.9,83.3,2273,1.0,0.52,676.0,,
70,157.7,41.3,2760,4.0,0.62,,5000.0,
23,176.5,86.2,4107,,0.4,,5000.0,
54,174.2,79.1,1381,,0.22,514.0,10000.0,40000.0
25,153.9,66.0,1141,,0.83,,724.93,
25,159.7,92.7,2099,3.0,0.47,,5000.0,
26,152.8,62.6,4273,5.0,0.1,,5000.0,
36,187.0,77.8,2933,,0.98,,10000.0,
31,169.6,78.2,2036,4.0,0.89,,905.57,
63,165.9,40.8,3107,1.0,0.4,,,
35,173.2,87.1,2158,3.0,0.73,,985.95,
50,164.7,51.2,2858,3.0,0.95,458.0,10000.0,40000.0
72,161.0,62.5,5098,5.0,0.71,843.0,,
23,171.8,72.9,1740,4.0,0.54,,,
58,180.2,57.0,4651,2.0,0.89,513.0,919.71,40000.0
20,176.2,84.2,1226,4.0,0.16,,,
45,163.0,63.0,3847,,0.77,,,
37,176.3,75.2,2003,1.0,0.62,,10000.0,
40,163.6,81.0,3007,,0.76,,901.22,
40,195.8,79.6,500,,0.14,,,
55,195.6,65.6,879,,0.32,406.0,10000.0,40000.0
44,147.1,86.6,2434,5.0,0.04,,901.23,
20,157.7,84.5,500,0.0,0.76,,,
27,164.6,52.4,2654,,0.69,844.0,5000.0,40000.0
62,172.9,69.9,5501,,0.49,430.0,5000.0,40000.0
35,168.8,78.0,4221,5.0,0.69,622.0,5000.0,40000.0
66,170.9,69.1,645,,0.55,,10000.0,
32,174.2,74.7,1576,,0.44,,5000.0,
41,179.0,61.7,3786,,0.77,,,
45,168.8,71.0,1838,4.0,0.66,,,
72,192.5,82.2,2626,,0.33,,,
57,174.7,79.3,2019,,0.78,347.0,,
33,177.6,65.2,4822,4.0,0.1,,,
58,176.1,82.7,2331,,0.16,442.0,,
59,157.6,60.0,2623,,0.89,,1142.71,
39,184.5,56.0,2610,0.0,0.15,,5000.0,
43,176.6,67.6,3015,,0.71,799.0,,
44,170.0,63.0,1089,,0.31,,,
29,195.7,54.1,2762,,0.91,665.0,5000.0,40000.0
68,169.0,78.6,4832,,0.75,331.0,,
41,172.8,89.1,996,,0.63,,10000.0,
59,177.8,82.6,2435,,0.51,,5000.0,
47,178.6,86.9,500,3.0,0.8,,5000.0,
47,160.4,45.9,2503,,0.8,815.0,,
30,162.8,65.2,2913,3.0,0.67,,,
72,173.5,64.8,3080,,0.74,,5000.0,
54,173.0,43.0,3290,,0.05,517.0,,
75,173.3,64.7,1905,,0.19,,425.54,
72,169.0,47.6,3422,,0.18,,,
37,169.8,69.5,2762,5.0,0.88,,,
30,165.0,58.3,1420,1.0,0.14,573.0,5000.0,40000.0
64,169.0,80.9,4152,,0.98,,10000.0,
69,178.7,67.1,2921,,0.55,338.0,5000.0,40000.0
52,187.5,69.8,3371,3.0,0.27,,5000.0,
33,161.1,91.4,3642,,0.4,361.0,10000.0,40000.0
73,152.8,80.3,3244,2.0,0.46,432.0,687.97,40000.0
68,163.3,86.9,4109,,0.0,720.0,,
70,159.7,69.7,1072,,0.68,579.0,,
34,169.1,70.5,2638,,0.31,788.0,5000.0,40000.0
69,151.9,67.9,2423,2.0,0.48,740.0,1397.25,40000.0
44,151.5,43.5,1876,4.0,0.42,,,
43,163.7,58.6,2735,3.0,0.12,378.0,10000.0,40000.0
60,185.7,77.0,1426,,0.28,749.0,5000.0,40000.0
36,182.6,49.6,1682,0.0,0.76,681.0,693.64,40000.0
67,168.2,47.7,4301,3.0,0.41,,10000.0,
24,162.5,50.2,2427,,0.95,315.0,,
32,166.0,54.7,2527,1.0,0.57,666.0,928.36,40000.0
74,152.2,86.3,2700,0.0,0.28,,1030.75,
65,169.0,37.0,2530,,0.59,671.0,5000.0,40000.0
70,182.5,68.9,1480,5.0,0.83,764.0,980.01,40000.0
20,136.7,42.6,1675,5.0,0.1,808.0,10000.0,40000.0
63,177.6,51.3,723,,0.64,835.0,,
44,176.4,70.0,4784,,0.81,,5000.0,
55,166.5,84.9,1155,,0.93,,5000.0,
56,162.4,50.2,3007,2.0,0.39,,1022.55,
27,175.2,53.8,2797,,0.77,,5000.0,
50,176.7,91.5,3212,,0.17,,,
26,174.9,69.1,3815,,0.05,658.0,5000.0,40000.0
42,167.7,73.4,2335,5.0,0.16,,1187.78,
69,167.7,50.3,1971,1.0,0.34,,1187.1,
39,170.5,50.1,2870,,0.66,816.0,830.14,40000.0
50,182.9,51.4,1913,,0.62,348.0,5000.0,40000.0
32,171.4,92.5,3690,1.0,0.44,,,
65,175.5,71.5,4705,,0.54,,319.85,
25,177.6,67.9,1736,,0.63,,,
60,164.6,72.9,1763,5.0,0.79,,10000.0,
28,178.6,80.4,1686,4.0,0.28,,10000.0,
65,173.8,64.4,2004,,0.46,499.0,,
32,175.2,78.4,4134,,0.15,,,
33,161.6,69.5,1660,1.0,0.51,,5000.0,
72,170.2,69.5,1442,4.0,0.16,,10000.0,
29,157.8,62.1,3456,,0.79,509.0,10000.0,40000.0
31,176.8,86.9,1993,5.0,0.37,,5000.0,
61,159.2,72.8,2320,,0.52,391.0,5000.0,40000.0
71,160.6,72.4,500,0.0,0.48,763.0,10000.0,40000.0
37,160.2,64.7,3262,3.0,0.62,,10000.0,
40,153.9,50.2,2517,4.0,0.38,,757.94,
20,168.1,42.6,862,,0.73,,,
75,175.2,71.4,2201,,0.82,,,
36,176.5,76.0,2353,,0.7,,,
62,157.3,79.4,500,0.0,0.75,,5000.0,
42,175.5,90.3,2910,,0.08,,,
35,169.0,84.4,2358,,0.16,,1062.6,
75,183.3,53.7,1911,2.0,0.53,,5000.0,
36,166.1,62.5,2933,,0.97,740.0,5000.0,40000.0
40,163.4,67.3,3750,,0.92,,5000.0,
41,167.9,43.1,4236,5.0,0.42,,,
18,177.7,52.5,3510,,0.09,,5000.0,
61,158.8,74.0,4572,,0.31,,,
19,165.0,32.3,2164,1.0,0.3,490.0,10000.0,40000.0
64,186.6,43.6,1585,,0.44,,971.11,
54,162.8,73.4,3254,,0.26,,1048.92,
36,171.9,70.8,2138,2.0,0.1,520.0,,
46,170.6,84.2,2927,0.0,0.8,541.0,625.46,40000.0
66,156.8,71.3,4039,,0.34,540.0,1022.66,40000.0
35,176.3,87.8,2464,1.0,0.24,,10000.0,
46,192.8,88.3,4010,,0.82,470.0,587.88,40000.0
60,165.8,48.4,500,,0.8,,,
54,176.5,77.2,2160,3.0,0.27,645.0,10000.0,40000.0
22,178.4,42.3,3828,,0.68,482.0,10000.0,40000.0
23,162.0,46.0,500,,0.29,806.0,10000.0,40000.0
57,175.4,67.9,1133,,0.76,773.0,897.09,40000.0
26,162.5,85.0,3159,,0.66,,798.93,
41,158.6,94.8,1633,5.0,0.05,,,
23,173.4,110.7,5384,,0.78,,5000.0,
45,173.3,83.7,2143,,0.11,381.0,,
34,165.9,52.9,1624,2.0,0.65,718.0,5000.0,40000.0
60,163.5,78.2,500,,0.5,454.0,,
22,166.9,71.5,2443,,0.52,827.0,5000.0,40000.0
52,169.0,60.9,6819,0.0,0.0,783.0,1040.92,40000.0
