age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
49,182.3,86.4,3680,,0.52,581.0,5000.0,500.0
38,172.6,56.5,2582,,0.95,,,500.0
29,162.6,73.1,3587,,0.81,383.0,,14031.785016796759
62,161.8,58.7,2216,5.0,0.76,671.0,10000.0,18982.936876147276
54,167.2,41.4,3703,,0.54,473.0,,37153.558248812
68,153.6,32.1,3261,,0.54,708.0,,7870.208194859536
74,161.1,105.5,3423,0.0,0.47,716.0,1159.56,500.0
40,147.9,81.1,1879,1.0,0.43,,5000.0,8990.260486238834
56,158.4,56.6,3454,,0.16,,5000.0,2105.1619912767005
24,159.0,94.3,4248,,0.81,665.0,10000.0,13922.033974302432
72,173.0,83.3,710,3.0,0.59,,457.92,500.0
25,146.9,87.2,500,,0.54,,10000.0,500.0
34,159.4,59.4,1687,,0.94,,834.55,9496.351922883734
35,154.0,62.1,2379,,0.08,,,500.0
48,172.6,76.3,1789,3.0,0.09,322.0,591.85,500.0
30,161.0,72.5,2334,,0.39,,471.73,500.0
51,149.4,66.5,2991,,0.89,,5000.0,3799.72707547826
25,166.9,72.2,5031,1.0,0.53,,785.27,24503.606759916995
36,172.0,75.4,2875,,0.4,316.0,10000.0,9552.177403778827
58,175.0,76.5,2343,,0.98,640.0,5000.0,500.0
75,159.6,61.2,3374,,0.32,,,500.0
55,180.0,67.6,3757,5.0,0.45,,,11949.612280470188
42,175.8,68.6,1250,1.0,0.55,,918.44,500.0
39,149.2,81.7,3640,,0.69,,5000.0,2652.6545573447333
60,155.2,80.4,1099,4.0,0.02,804.0,10000.0,4446.480108796232
49,158.5,56.9,4982,,0.92,380.0,5000.0,38731.423104143134
52,163.4,62.2,5196,,0.48,,,40491.70293382179
62,168.2,71.0,2945,4.0,0.0,,460.47,17384.734356060162
32,169.0,54.9,3282,,0.74,,5000.0,33262.3524140747
35,183.3,60.3,4021,2.0,0.88,,5000.0,21497.27647971513
55,176.5,68.4,3739,,0.92,474.0,5000.0,17917.744295181503
40,159.8,91.4,3495,,0.05,,,500.0
59,173.0,52.5,988,,0.8,,,12207.052609386465
25,173.4,88.2,3878,3.0,0.85,,791.88,17475.430265142062
32,171.8,73.0,2604,3.0,0.7,398.0,5000.0,1213.9079344513937
67,159.2,68.1,3325,3.0,0.13,458.0,,14045.813719831229
29,157.7,49.3,3243,,0.79,595.0,,12720.733682334794
75,155.1,53.4,3823,,0.64,,185.23,500.0
59,175.6,70.8,2958,5.0,0.99,,,16909.010571962266
62,169.0,71.1,1859,4.0,0.25,,5000.0,500.0
26,166.7,78.7,2273,,0.42,400.0,10000.0,14235.528620033025
63,171.8,82.0,3549,4.0,0.21,,460.35,14099.789501719297
37,168.4,51.3,2543,,0.34,749.0,5000.0,18419.901812791446
42,185.8,44.4,4287,,0.44,,10000.0,500.0
59,187.6,67.0,3760,1.0,0.4,,10000.0,4895.652051207714
25,184.5,46.5,672,,0.36,418.0,,3479.9070667484834
65,174.5,86.9,1732,4.0,0.11,659.0,10000.0,14262.073450077001
53,167.1,73.9,1418,0.0,0.45,435.0,,500.0
45,161.7,88.4,2860,5.0,0.12,,10000.0,500.0
71,157.7,62.1,3885,3.0,0.56,693.0,,3249.2936006825817
40,153.1,84.0,1575,0.0,0.29,,757.42,500.0
38,168.9,65.9,3929,3.0,0.56,780.0,5000.0,500.0
37,153.3,89.2,2456,,0.65,,10000.0,15405.160981627532
64,156.1,95.8,2772,,0.69,779.0,1058.91,3951.288049848858
58,160.0,100.4,1848,,0.07,350.0,5000.0,500.0
68,182.5,86.4,3839,,0.46,779.0,10000.0,500.0
29,167.6,44.4,1602,0.0,0.2,,5000.0,26078.689235848244
57,159.1,74.8,3559,4.0,0.45,,,21121.789105522083
64,161.7,56.7,2792,,0.61,392.0,1211.48,16719.73863589689
64,164.7,60.7,1172,5.0,0.35,640.0,5000.0,1800.12858420373
48,163.5,65.2,2364,3.0,0.92,,10000.0,31780.7135835156
61,178.0,44.3,2340,5.0,0.93,440.0,10000.0,19314.498263126257
32,168.8,86.1,2473,,0.62,,,19790.678806263724
62,163.0,65.7,2184,,0.89,,10000.0,500.0
20,167.4,91.8,1518,5.0,0.43,,10000.0,22183.548008272657
67,173.7,72.4,916,,0.29,740.0,,5073.689258128638
38,165.5,66.4,2591,4.0,0.17,416.0,10000.0,500.0
60,164.9,45.0,4757,,0.5,446.0,5000.0,29862.460140219002
55,165.8,53.9,3216,2.0,0.41,604.0,10000.0,20943.925321498227
30,156.0,63.5,5710,0.0,0.81,,10000.0,24888.467615980124
63,161.4,77.1,2178,2.0,0.24,759.0,5000.0,17971.484206150028
69,176.8,77.4,3640,,0.37,,1161.69,500.0
29,161.8,54.0,863,,0.69,543.0,,5642.1537272247715
67,159.3,75.5,2418,1.0,0.9,509.0,622.21,500.0
52,171.4,64.5,3084,1.0,0.39,,,19491.642121358527
62,178.6,75.6,2587,0.0,0.59,724.0,10000.0,500.0
23,149.6,60.9,2385,,0.98,,,500.0
28,182.0,91.5,1051,,0.7,821.0,5000.0,500.0
24,163.5,90.3,1781,3.0,0.28,833.0,1050.78,17453.336583715794
75,164.9,72.6,1264,,0.83,,,15261.875995406483
38,146.6,67.8,1492,,0.7,558.0,5000.0,500.0
19,180.2,37.6,2444,5.0,0.19,384.0,361.43,4535.257996446864
44,171.1,72.3,1641,,0.25,761.0,5000.0,40615.73180553594
68,170.8,38.7,3610,,0.04,,1040.04,17633.51274670811
33,171.3,74.6,3489,,0.05,827.0,10000.0,27744.053852427805
34,175.7,74.1,2240,4.0,0.99,,,500.0
32,172.3,100.1,1883,4.0,0.31,644.0,10000.0,5818.951251586779
46,158.8,55.2,2185,,0.03,,5000.0,26057.045899700122
71,179.4,72.7,3944,,0.52,,10000.0,500.0
70,172.9,87.4,4184,2.0,0.94,,1204.87,15908.354784865
20,154.0,81.9,2371,2.0,0.46,797.0,321.86,13156.163203916545
69,160.7,67.4,4112,0.0,0.26,,10000.0,12586.411908264221
33,185.4,63.2,1034,,0.43,553.0,10000.0,3969.147540073642
65,175.1,61.7,2604,,0.62,,688.79,23911.638241124412
23,157.9,64.6,2795,,0.51,594.0,,500.0
73,158.5,59.1,1795,,0.37,781.0,,32311.4121741267
23,168.5,70.7,3189,,0.12,,1273.36,500.0
50,164.6,54.5,1342,3.0,0.78,,962.86,500.0
42,169.0,86.3,3039,5.0,0.75,,,18082.578372392614
31,168.3,85.0,2684,4.0,0.64,,5000.0,20910.232298199648
27,175.9,64.2,2254,,0.16,569.0,10000.0,25539.18047439039
49,176.0,72.7,2906,5.0,0.69,,10000.0,4368.271406410772
21,166.1,63.1,1447,,0.6,,953.54,500.0
72,183.3,87.7,2938,,0.69,520.0,10000.0,13331.092863537493
64,166.3,41.5,1041,,0.4,,789.7,27736.925212381913
56,173.3,66.0,2339,2.0,0.51,,10000.0,5959.221121235392
59,173.1,46.0,1653,,0.27,,5000.0,500.0
50,179.0,95.1,1885,4.0,0.38,,10000.0,3063.9924317029386
36,175.0,87.2,1931,,0.73,,,1963.494118099999
39,173.6,63.1,2132,5.0,0.8,,,500.0
22,171.6,90.2,3048,0.0,0.11,400.0,10000.0,25429.596678425223
67,167.2,67.1,1453,0.0,0.46,843.0,,500.0
44,169.9,72.6,3609,1.0,0.99,390.0,5000.0,12147.321978233802
63,181.6,64.5,3459,,0.5,,,28843.82140624938
31,162.9,92.9,2845,,0.9,446.0,,13351.013922020578
33,167.3,98.5,3073,2.0,0.16,,5000.0,1371.0456571309232
32,162.9,76.2,1819,5.0,0.06,,10000.0,500.0
29,173.7,85.5,5052,4.0,0.51,,603.32,15765.183806585323
58,158.2,76.8,1620,2.0,0.48,,,500.0
24,146.6,75.8,500,5.0,0.21,525.0,5000.0,6917.450660096511
58,159.9,56.5,2651,,0.1,437.0,757.58,13165.068227351532
58,165.4,39.7,2419,2.0,0.62,,5000.0,500.0
67,186.5,55.6,5276,5.0,0.75,,10000.0,500.0
30,165.2,83.6,2072,,0.99,830.0,5000.0,19738.263262613582
61,164.6,79.9,1914,,0.13,,139.18,500.0
44,154.4,78.0,4872,5.0,0.74,,5000.0,27808.16795521104
24,168.3,79.9,1923,,0.34,801.0,10000.0,30288.62576751357
64,185.3,73.8,4663,,0.51,830.0,,835.0182437101383
74,138.0,58.7,1275,0.0,0.66,599.0,10000.0,830.9050817575047
33,165.6,77.2,912,,0.76,,1233.97,500.0
37,162.4,100.2,1738,,0.53,575.0,878.53,1329.1806728093743
52,162.3,49.2,2631,,0.56,695.0,5000.0,6700.660209919965
74,172.9,77.6,1749,,0.87,,5000.0,11719.559527627045
19,182.2,81.6,2830,2.0,0.5,,10000.0,7951.389679421715
63,186.1,65.2,3576,,0.3,,,20677.292979868485
56,161.2,92.7,634,,0.4,,224.35,15057.252243204583
58,158.2,70.4,3839,,0.32,,596.16,27778.875655567696
19,171.1,88.6,1756,1.0,0.51,655.0,10000.0,45201.87654571426
30,161.0,61.2,2056,,0.64,,782.04,2269.066075975016
54,166.2,67.2,1144,0.0,0.06,,5000.0,14445.605661758987
65,169.2,66.7,856,5.0,0.96,,,500.0
34,178.8,50.2,500,,0.56,382.0,,6470.913815818521
59,187.2,71.5,1252,0.0,0.3,837.0,548.23,500.0
31,165.1,98.4,811,2.0,0.08,,,11470.0907544736
38,173.0,86.3,3531,3.0,0.3,,5000.0,15066.338125324155
54,162.1,67.4,912,,0.5,,10000.0,6385.263557118755
36,176.3,59.7,2238,,0.72,,,8466.850631186951
42,177.5,66.7,2137,,0.18,,,19248.40447371682
38,149.2,90.0,500,5.0,0.62,313.0,10000.0,21950.67899962352
26,156.7,88.8,3223,,0.46,,,5900.875208427348
57,159.0,54.4,3473,1.0,0.78,,,500.0
21,165.8,62.3,1217,1.0,0.87,505.0,10000.0,500.0
20,178.3,74.0,2378,,0.23,,,629.4490660382135
32,170.7,98.3,2336,5.0,0.63,594.0,900.11,500.0
42,183.9,78.0,1214,3.0,0.85,,5000.0,12027.398867886603
68,167.4,68.3,679,5.0,0.7,,5000.0,500.0
53,179.3,37.9,4261,,0.11,738.0,,9688.536279900241
39,154.2,87.2,3906,4.0,0.97,,618.55,32481.422759628273
35,177.4,65.2,2006,,0.06,379.0,5000.0,34283.58438136306
39,160.5,69.8,500,2.0,0.81,,10000.0,500.0
37,167.7,80.8,1801,3.0,0.2,582.0,,500.0
46,187.0,98.7,2645,0.0,0.27,,,9900.825636623891
59,171.0,79.5,1691,0.0,0.72,371.0,5000.0,13388.222620302377
25,163.0,92.5,2942,,0.37,506.0,797.28,9128.42372997827
20,165.9,76.4,3049,,0.07,750.0,1077.64,27976.146181089185
48,166.8,47.3,1565,,0.6,,609.41,500.0
43,184.6,64.3,4252,,0.62,624.0,951.46,2119.138324537859
20,172.9,64.3,3922,,0.85,526.0,10000.0,8596.485031860793
21,162.7,64.8,3287,,0.34,531.0,626.81,13755.786469399598
45,171.9,83.4,500,3.0,0.52,618.0,,500.0
49,171.7,90.9,1466,,0.44,719.0,10000.0,15447.6750998352
42,165.6,54.9,4419,2.0,0.47,,,3081.4977264689337
27,166.1,77.2,4403,5.0,0.31,,5000.0,500.0
26,163.2,72.0,2475,,0.74,536.0,10000.0,500.0
65,165.1,67.8,3072,3.0,0.12,,,4098.224663218085
33,150.8,68.4,2482,1.0,0.9,510.0,604.74,500.0
59,175.2,61.2,2136,5.0,0.24,,,18099.9870889254
45,163.8,70.3,500,,0.88,,,500.0
22,157.1,88.7,3895,4.0,0.98,772.0,5000.0,9777.06260734546
26,147.8,43.7,2971,,0.45,667.0,,36283.575112900704
59,170.9,64.6,2634,2.0,0.08,513.0,5000.0,4685.075795880287
74,169.2,56.9,2865,,0.6,750.0,10000.0,18627.809352731438
51,167.6,70.9,1375,,0.44,647.0,,27666.849646169234
39,176.7,76.4,1568,1.0,0.21,311.0,,500.0
70,138.6,100.2,967,,0.79,,10000.0,26615.944649248733
22,177.8,68.2,2527,0.0,0.6,,5000.0,2039.64150158787
60,180.1,74.4,2113,2.0,0.81,,,5847.563940221507
60,177.8,55.8,3659,1.0,0.41,303.0,,39175.11103231254
22,166.5,80.2,1109,3.0,0.14,753.0,5000.0,15025.510396515016
33,167.0,67.5,2858,,0.25,,,500.0
75,180.9,81.2,1087,,0.19,,8.51,21387.37567736715
27,190.2,69.4,3583,4.0,0.04,,10000.0,31695.317973626374
38,185.2,75.1,1551,,0.95,,5000.0,500.0
68,187.7,52.1,3041,,0.34,449.0,5000.0,500.0
66,156.7,80.7,878,5.0,0.19,349.0,955.05,6646.632315585117
21,187.5,58.0,2519,1.0,0.15,,10000.0,15350.52748315492
36,173.9,59.7,1935,5.0,0.52,547.0,10000.0,30454.497729372415
49,172.1,62.7,2885,4.0,0.98,330.0,,500.0
21,184.8,98.6,2072,,0.17,,,500.0
57,157.2,53.0,2457,,0.34,,656.05,28065.51969260852
43,147.2,79.0,3999,,0.99,645.0,968.59,21906.34724797314
75,158.1,78.9,4403,,0.96,,,43681.44302913977
61,166.0,77.7,2941,0.0,0.22,,10000.0,10195.37243250887
21,174.1,67.2,500,3.0,0.89,558.0,,500.0
34,180.7,70.4,2428,,0.38,341.0,5000.0,500.0
75,174.0,54.7,2110,0.0,0.16,790.0,,29135.737464436217
54,160.8,85.8,4239,5.0,0.91,,5000.0,500.0
42,153.4,75.2,1709,5.0,0.28,,5000.0,500.0
52,165.1,87.6,1776,,0.53,,10000.0,2003.662539987957
44,170.9,39.5,500,,0.72,325.0,5000.0,500.0
48,155.6,64.8,3098,,0.77,360.0,,500.0
29,191.9,71.3,1843,,0.52,592.0,10000.0,11125.54260015076
22,162.3,76.4,2066,,0.49,,10000.0,500.0
41,178.6,77.8,2739,,0.06,815.0,,500.0
24,160.9,64.8,1995,1.0,0.83,,381.75,500.0
22,177.6,68.1,2851,3.0,0.89,,5000.0,500.0
55,158.0,66.3,4425,,0.63,,5000.0,2257.331446478641
24,165.9,57.7,1585,2.0,0.75,800.0,10000.0,500.0
31,182.1,74.5,1909,,0.41,422.0,1769.74,500.0
63,173.7,83.8,2955,,0.27,,,500.0
49,177.3,58.4,923,,0.06,,,15248.4810407341
43,165.7,84.0,500,,0.78,747.0,5000.0,500.0
75,172.8,88.0,3227,,0.95,427.0,,500.0
22,152.1,64.9,4318,,0.77,750.0,10000.0,25573.66709538538
23,172.9,69.8,2316,3.0,0.82,672.0,5000.0,4875.654269884283
56,174.0,83.1,3686,,0.18,663.0,5000.0,14417.396877220674
60,153.9,91.9,3185,4.0,0.36,793.0,5000.0,26951.673188662477
48,164.2,70.4,1698,0.0,0.66,,10000.0,13816.262680129665
39,159.6,57.0,2218,,0.57,805.0,,500.0
28,173.3,63.5,500,4.0,0.93,524.0,10000.0,500.0
60,169.4,89.0,2302,5.0,0.54,,1201.86,30546.143047613034
72,164.3,68.4,954,2.0,0.23,,1054.44,15303.876298875744
19,160.4,59.6,3615,4.0,0.49,676.0,5000.0,25773.88434214079
28,171.3,74.7,3806,5.0,0.43,,5000.0,500.0
22,167.7,71.3,2892,,0.17,,,8934.14176341371
28,171.8,55.2,3914,2.0,0.84,452.0,5000.0,3521.2427112064015
25,169.9,73.3,3197,,0.98,503.0,843.12,4233.697837574982
19,189.7,61.1,500,2.0,0.78,793.0,10000.0,500.0
21,165.2,48.7,1851,4.0,0.03,,5000.0,500.0
43,181.6,91.7,1657,,0.18,,5000.0,500.0
40,167.2,70.2,2565,5.0,0.14,,,6874.504576565261
69,155.8,75.2,2389,5.0,0.91,748.0,10000.0,4762.398692680535
60,170.7,60.1,3877,,0.14,796.0,656.06,26791.942931760183
60,156.7,62.6,3733,1.0,0.74,,858.94,500.0
26,172.0,80.1,840,3.0,0.95,,5000.0,27301.04373620307
71,146.7,61.9,3643,0.0,0.64,698.0,10000.0,500.0
50,167.3,64.2,3263,,0.11,844.0,965.52,21481.508621667628
60,165.3,58.2,2048,,0.91,,,500.0
62,153.4,70.2,4582,1.0,0.75,,,13328.455418328775
55,168.2,67.3,500,,0.69,,10000.0,10058.538288684533
57,176.3,71.4,2884,,0.52,705.0,965.45,3156.355028961993
60,169.2,58.5,3359,,0.81,,,10275.128142136704
47,166.7,76.2,2613,,0.39,,10000.0,500.0
63,170.1,73.7,2665,2.0,0.4,785.0,904.54,33541.917204711506
24,166.8,69.6,3135,,0.21,,10000.0,10811.579890657435
25,175.3,68.9,1910,,0.68,,5000.0,16634.685116942495
51,154.1,67.6,4131,5.0,0.12,510.0,863.41,3640.623000749377
58,162.9,59.1,2285,,0.15,,10000.0,500.0
49,171.8,56.1,1445,,0.34,672.0,10000.0,500.0
36,183.6,35.9,2795,,0.01,611.0,644.72,15775.309195861306
29,186.6,91.9,2812,0.0,0.82,,5000.0,1983.1179546175915
72,171.1,54.6,2456,,0.0,,,500.0
64,159.5,39.2,2453,3.0,0.78,804.0,,500.0
31,155.0,86.1,3373,0.0,0.45,,10000.0,29141.920205403832
52,176.4,63.4,4183,,0.57,,5000.0,27579.824810117916
49,170.8,102.1,3484,,0.96,,5000.0,14519.84050878665
65,169.4,76.9,1241,,0.74,693.0,10000.0,10316.65384745357
21,162.4,75.8,4253,,0.49,738.0,5000.0,29686.676813971357
21,168.1,44.0,2968,,0.86,,699.43,42098.23728258648
62,146.9,72.1,2054,2.0,0.08,726.0,,37193.731632751515
35,166.5,89.9,3522,,0.97,,10000.0,3143.3020893826956
56,161.4,42.0,1596,,0.62,576.0,10000.0,1487.9735311106751
33,152.8,67.7,2518,5.0,0.16,356.0,5000.0,500.0
26,161.9,54.3,5245,2.0,0.41,345.0,,674.3874406919842
38,159.9,51.8,1895,4.0,0.44,749.0,10000.0,5249.559463637888
60,182.7,83.5,3452,4.0,0.92,,927.64,500.0
62,176.8,74.2,3172,,0.51,,818.85,26793.339145592414
53,191.9,102.2,3169,4.0,0.61,,10000.0,500.0
52,148.9,75.2,3299,,0.67,,692.85,500.0
67,151.4,104.3,2746,0.0,0.27,688.0,673.44,2544.0338919489623
25,166.4,54.7,2751,,0.53,515.0,5000.0,6421.684529184082
23,154.2,74.8,4110,,0.94,,716.0,11881.240860457434
42,169.1,84.6,1435,3.0,0.9,,849.48,8160.771271682468
73,168.3,74.4,723,2.0,0.94,,,500.0
19,168.1,76.9,967,,0.64,,5000.0,500.0
58,182.0,68.7,4032,,0.53,,10000.0,22212.549324003103
46,165.6,55.6,1117,2.0,0.75,728.0,10000.0,500.0
47,155.2,87.1,2262,2.0,0.36,,10000.0,500.0
19,191.0,94.5,948,2.0,0.26,,1001.04,2316.650013531266
45,172.2,72.0,2268,,0.93,,1154.91,500.0
49,158.2,81.5,1507,,0.96,,5000.0,500.0
37,178.4,85.7,2423,0.0,0.72,434.0,,500.0
25,154.9,72.6,1333,0.0,0.9,,972.58,24008.628452868357
36,162.3,63.0,3494,,0.26,,,16324.19905909522
41,167.9,68.0,3771,,0.23,844.0,720.04,500.0
38,179.7,70.8,857,3.0,0.16,630.0,5000.0,500.0
54,175.5,82.3,1604,2.0,0.19,,10000.0,500.0
37,178.1,117.8,3696,4.0,0.86,,5000.0,500.0
19,156.9,103.1,716,,0.22,406.0,10000.0,13765.633462646794
69,169.5,104.6,1295,0.0,0.42,816.0,10000.0,12277.981980939905
53,175.2,44.4,3306,3.0,0.49,,10000.0,500.0
37,172.2,87.0,4485,4.0,0.35,,,32229.094228449227
62,178.8,72.7,2483,5.0,0.09,473.0,5000.0,2670.383656098497
54,164.5,71.8,2372,0.0,0.44,368.0,5000.0,500.0
34,181.4,86.8,1093,,0.39,812.0,1212.92,4160.426157903108
52,163.2,78.6,4030,,0.17,841.0,10000.0,15082.920563640395
66,193.9,84.8,500,,0.11,547.0,5000.0,500.0
27,178.2,71.1,2378,,0.0,361.0,5000.0,500.0
35,195.4,64.8,2590,,0.55,,1319.07,1919.0645405088394
30,176.2,83.9,2288,,0.81,410.0,,500.0
62,158.8,58.0,3439,,0.29,449.0,741.13,500.0
63,163.4,73.3,1991,,0.91,380.0,,5501.063590542835
36,164.2,66.8,500,4.0,0.11,,10000.0,500.0
56,159.4,72.2,2857,2.0,0.03,,,500.0
74,162.0,63.0,1938,1.0,0.05,331.0,,21080.28875140006
27,160.8,57.9,1336,,0.31,837.0,10000.0,23795.448425086113
48,166.3,94.1,500,,0.48,,,500.0
42,171.5,63.3,2362,,0.52,848.0,,9116.796793240135
46,161.2,90.7,3059,,0.95,,5000.0,10441.426766867877
23,185.0,72.8,3490,,0.19,,10000.0,500.0
19,151.5,96.1,3802,3.0,0.78,430.0,644.74,31041.891418625055
74,160.9,59.0,2656,,0.64,837.0,10000.0,11078.554723335894
62,161.2,56.1,1649,,0.99,787.0,604.61,500.0
55,170.8,75.0,2028,0.0,0.95,,10000.0,500.0
24,166.5,65.2,2487,1.0,0.03,,645.59,2304.6662144906572
22,183.6,77.8,1511,1.0,0.2,,10000.0,13350.112730015251
36,190.7,80.9,2028,5.0,0.76,760.0,,8674.065775266828
57,165.5,77.2,500,,0.79,526.0,1040.93,500.0
31,167.3,69.5,1682,,0.47,,,500.0
66,178.3,86.5,3645,4.0,0.97,621.0,743.71,18564.0776462267
29,179.8,50.6,792,,0.82,503.0,,16892.256593175338
72,179.7,86.4,521,3.0,0.18,,10000.0,21807.98852433962
73,179.7,72.4,2435,,0.89,,,41179.05532061994
52,170.6,61.2,2068,,0.78,,10000.0,500.0
35,169.8,76.9,1978,,0.59,,10000.0,500.0
52,171.7,56.0,1961,2.0,0.44,524.0,,500.0
31,167.0,59.0,2584,1.0,0.09,,5000.0,8046.205505553663
28,162.7,61.6,3232,,0.9,796.0,371.13,20019.883083705176
36,164.6,52.5,1473,3.0,0.85,818.0,10000.0,43583.34878273814
52,167.7,65.9,3774,,0.91,,811.61,500.0
20,176.7,88.5,2107,2.0,0.12,,10000.0,6767.328623308507
62,166.8,61.4,3017,,0.01,500.0,1158.16,500.0
64,172.5,31.0,1592,,0.09,723.0,10000.0,500.0
75,162.0,49.5,3701,3.0,0.2,774.0,5000.0,14834.964271844226
41,161.8,60.1,997,,0.67,,1018.8,14960.586087927582
41,175.0,78.9,3161,2.0,0.37,590.0,834.56,500.0
45,182.5,67.6,3218,5.0,0.76,342.0,1047.49,30486.06973950227
62,188.9,57.2,2911,1.0,0.9,714.0,10000.0,21418.883722660514
20,186.1,95.9,1929,1.0,0.26,,10000.0,500.0
27,178.4,61.8,1775,1.0,0.76,366.0,5000.0,10182.550534848682
30,172.9,68.9,3665,,0.18,,,500.0
69,164.7,70.6,1374,3.0,0.81,714.0,10000.0,13117.945242301628
44,164.7,49.9,2872,1.0,0.33,678.0,10000.0,18881.68553120388
25,157.0,76.5,2167,,0.99,512.0,5000.0,5186.79782805216
74,187.4,71.3,2919,3.0,0.46,,10000.0,2481.09959892883
43,159.0,73.5,4911,,0.07,,,10147.822069945152
55,161.7,67.9,1739,4.0,0.04,763.0,5000.0,500.0
68,191.0,74.0,1173,4.0,0.72,,5000.0,15432.273114806867
52,166.8,59.0,2181,,0.72,440.0,5000.0,500.0
64,170.9,61.8,2876,,0.14,,5000.0,23468.2433482955
38,169.2,63.1,1484,4.0,0.14,,765.12,500.0
54,167.3,67.0,3899,4.0,0.02,777.0,562.14,3554.3397796209447
66,168.2,46.2,1804,,0.06,,5000.0,500.0
74,160.0,73.7,3195,,0.6,,5000.0,1720.2592498520053
65,165.4,70.2,500,,0.08,,,500.0
66,172.7,54.4,3621,5.0,0.91,648.0,,500.0
42,160.5,80.4,3141,1.0,0.98,411.0,,18569.509973487773
55,166.5,82.0,5376,,0.96,,10000.0,25122.002857507527
71,170.7,62.9,500,,0.94,828.0,,500.0
49,163.3,65.1,1120,,0.2,,5000.0,500.0
61,184.8,78.2,1851,5.0,0.83,780.0,5000.0,500.0
44,182.7,83.0,2055,1.0,0.17,,5000.0,2477.730488837312
67,164.4,71.6,1844,2.0,0.09,600.0,743.34,26612.34048782037
68,175.2,90.9,2326,1.0,0.81,413.0,916.09,500.0
66,172.3,84.8,3397,,0.79,548.0,,19183.42612544696
44,181.4,102.1,2211,4.0,0.52,616.0,1218.35,36720.79622810243
47,170.5,80.4,3612,,0.37,,1041.56,500.0
59,159.4,65.1,1971,,0.89,,10000.0,500.0
49,173.1,68.8,500,,0.59,794.0,,500.0
59,177.5,63.5,1988,,0.67,809.0,,500.0
30,164.5,86.4,3901,,0.97,327.0,,14198.651113899923
59,160.1,55.7,2969,,0.72,,10000.0,500.0
40,164.2,67.2,1960,3.0,0.81,774.0,,500.0
58,178.6,69.8,2422,,0.35,,5000.0,26408.864363556484
21,178.7,63.3,2267,,0.08,469.0,5000.0,500.0
23,158.6,64.3,3405,,0.96,,,17740.353316390923
67,160.0,52.1,1794,,0.32,,,4101.548715596796
72,169.0,49.4,3899,4.0,0.37,326.0,10000.0,20246.66434495193
43,170.8,79.9,3002,1.0,0.4,,5000.0,500.0
53,161.9,87.0,2777,,0.44,,,15372.119679838735
36,166.1,79.6,3874,,0.71,771.0,,18238.82274133452
45,177.6,69.7,3059,,0.23,,5000.0,7190.1044787866595
23,157.5,72.9,1303,,0.35,721.0,5000.0,11479.100225197146
43,195.1,69.5,2423,4.0,0.52,,,1408.8785531424908
25,174.1,107.7,2239,,0.29,654.0,,500.0
52,166.4,62.6,1103,4.0,0.85,,5000.0,500.0
62,172.7,64.1,2626,,0.53,,10000.0,500.0
29,173.6,92.5,500,,0.57,,5000.0,500.0
53,175.4,68.6,1913,4.0,0.94,,,500.0
73,181.3,83.6,2730,1.0,0.7,,,27450.298204825674
31,176.4,67.6,2574,,0.05,,977.22,500.0
74,172.4,85.7,2412,0.0,0.87,499.0,,9971.129635600699
27,159.8,90.6,1287,0.0,0.83,,804.94,10200.202622990795
61,170.7,65.6,2175,,0.73,579.0,10000.0,500.0
56,185.9,87.4,2703,,0.79,733.0,1053.78,17716.568090749453
48,155.7,71.5,3723,2.0,0.97,724.0,5000.0,49624.91829353762
68,153.3,66.3,500,2.0,0.58,,5000.0,22297.737438200547
66,167.4,64.4,3271,0.0,0.76,,710.44,500.0
32,175.0,43.9,2656,,0.23,,5000.0,500.0
31,168.3,79.4,2443,,0.83,,10000.0,8905.165505667977
60,157.4,84.5,853,2.0,0.52,703.0,5000.0,6850.133759587988
75,171.1,65.5,2039,,0.43,549.0,,500.0
62,158.2,43.6,2313,,0.62,695.0,,8330.134989051981
46,156.3,73.9,4572,5.0,0.46,,5000.0,5448.772850408665
40,161.3,79.4,3743,,0.47,,714.66,500.0
49,158.2,71.2,1341,2.0,0.39,782.0,849.88,500.0
71,171.3,76.2,2498,3.0,0.06,718.0,10000.0,19370.037466363938
67,177.0,68.1,1633,3.0,0.44,353.0,,15631.812846511424
36,160.1,69.4,1438,2.0,0.98,,766.02,9261.194666903108
33,170.6,74.1,2542,1.0,0.75,,5000.0,500.0
67,184.4,101.3,4163,,0.95,607.0,,500.0
55,177.2,83.8,979,,0.09,,,18991.448854987426
59,163.9,94.7,3338,,0.11,,717.99,17564.308222514697
38,186.5,65.1,2876,,0.4,,,500.0
25,155.4,70.4,500,,0.27,395.0,,15184.105200847554
26,171.7,41.8,1816,1.0,0.4,558.0,5000.0,1862.4561355572532
54,178.4,79.9,2721,5.0,0.59,,,500.0
34,165.3,35.8,1719,3.0,0.29,,738.41,500.0
40,177.5,78.0,2570,1.0,0.63,,5000.0,500.0
18,169.1,93.3,2463,4.0,0.46,328.0,5000.0,3670.2090770888562
50,179.4,70.4,2460,,0.69,753.0,10000.0,500.0
35,183.7,61.5,3713,2.0,0.42,,5000.0,500.0
29,186.3,84.4,3416,0.0,0.08,,10000.0,500.0
35,168.1,91.3,3830,2.0,0.06,,5000.0,500.0
69,174.4,68.0,2233,1.0,0.12,,298.53,39428.024035626215
21,163.8,82.6,3425,1.0,0.01,,,500.0
